Source,Source Port,Destination,Destination Port,Interface id,Protocol,Epoch Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Total Length,Time to Live,Time data,Frame is marked,Version,Header Length,Reserved bit,Don't fragment,More fragments,Hardware Size,Protocol Size,Label
192.168.0.111,43381,224.0.0.251,5353,0,MDNS,1739168034,0,0.005641108,0.005641108,14.32876858,4028,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002260604,0.002260604,14.33102918,4029,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,54213,224.0.0.251,5353,0,MDNS,1739168034,0,0.002424985,0.002424985,14.33345417,4030,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53309,224.0.0.251,5353,0,MDNS,1739168034,0,0.005816459,0.005816459,14.33927063,4031,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002873677,0.002873677,14.3421443,4032,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002042795,0.002042795,14.3441871,4033,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.22E-05,2.22E-05,14.3442093,4034,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.18E-05,1.18E-05,14.34422107,4035,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,9.15E-06,9.15E-06,14.34423022,4036,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.33E-06,4.33E-06,14.34423455,4037,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.61E-06,4.61E-06,14.34423915,4038,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,50855,224.0.0.251,5353,0,MDNS,1739168034,0,0.000149219,0.000149219,14.34438837,4039,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,38631,224.0.0.251,5353,0,MDNS,1739168034,0,0.004585326,0.004585326,14.3489737,4040,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003488305,0.003488305,14.352462,4041,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42349,224.0.0.251,5353,0,MDNS,1739168034,0,0.000496796,0.000496796,14.3529588,4042,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64796,44.228.249.3,80,0,TCP,1739168034,0,0.000679342,0.000679342,14.35363814,4043,60,60,40,128,11:43:54,0,4,20,0,1,0,0,0,normal
192.168.0.108,64796,44.228.249.3,80,0,TCP,1739168034,0,1.56E-05,1.56E-05,14.35365372,4044,54,54,40,127,11:43:54,0,4,20,0,1,0,0,0,normal
192.168.0.111,42436,224.0.0.251,5353,0,MDNS,1739168034,0,0.004849914,0.004849914,14.35850364,4045,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.004998487,0.004998487,14.36350212,4046,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35650,224.0.0.251,5353,0,MDNS,1739168034,0,0.001543586,0.001543586,14.36504571,4047,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,43650,224.0.0.251,5353,0,MDNS,1739168034,0,0.006529868,0.006529868,14.37157558,4048,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003915498,0.003915498,14.37549108,4049,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000133038,0.000133038,14.37562411,4050,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.16E-05,4.16E-05,14.37566572,4051,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.14E-05,1.14E-05,14.37567713,4052,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,5.98E-06,5.98E-06,14.37568311,4053,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.00036293,0.00036293,14.37604604,4054,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003916313,0.003916313,14.37996235,4055,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,43022,224.0.0.251,5353,0,MDNS,1739168034,0,0.000341593,0.000341593,14.38030394,4056,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.006574326,0.006574326,14.38687827,4057,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,53772,224.0.0.251,5353,0,MDNS,1739168034,0,3.12E-05,3.12E-05,14.38690951,4058,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53164,224.0.0.251,5353,0,MDNS,1739168034,0,0.008918228,0.008918228,14.39582774,4059,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001582764,0.001582764,14.39741051,4060,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,44266,224.0.0.251,5353,0,MDNS,1739168034,0,0.005564432,0.005564432,14.40297494,4061,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.004757275,0.004757275,14.40773221,4062,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000161902,0.000161902,14.40789411,4063,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000865747,0.000865747,14.40875986,4064,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.40E-05,2.40E-05,14.40878389,4065,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,6.42E-06,6.42E-06,14.40879031,4066,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002545626,0.002545626,14.41133594,4067,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000308065,0.000308065,14.411644,4068,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,46802,224.0.0.251,5353,0,MDNS,1739168034,0,0.000183893,0.000183893,14.41182789,4069,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49311,224.0.0.251,5353,0,MDNS,1739168034,0,0.006544037,0.006544037,14.41837193,4070,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000154822,0.000154822,14.41852675,4071,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168034,0,0.005045518,0.005045518,14.42357227,4072,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,37613,224.0.0.251,5353,0,MDNS,1739168034,0,0.002588722,0.002588722,14.42616099,4073,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002804435,0.002804435,14.42896543,4074,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,47998,224.0.0.251,5353,0,MDNS,1739168034,0,0.003812532,0.003812532,14.43277796,4075,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.006581857,0.006581857,14.43935982,4076,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,6.70E-05,6.70E-05,14.43942685,4077,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000494433,0.000494433,14.43992128,4078,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000194497,0.000194497,14.44011578,4079,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,41089,224.0.0.251,5353,0,MDNS,1739168034,0,0.000805158,0.000805158,14.44092094,4080,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002578209,0.002578209,14.44349915,4081,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.26E-05,4.26E-05,14.44354173,4082,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003161315,0.003161315,14.44670304,4083,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,40558,224.0.0.251,5353,0,MDNS,1739168034,0,0.003172152,0.003172152,14.4498752,4084,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.00675522,0.00675522,14.45663042,4085,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,0,224.0.0.22,0,0,IGMPv3,1739168034,0,0.002950505,0.002950505,14.45958092,4086,54,54,40,1,11:43:54,0,4,24,0,1,0,0,0,normal
192.168.0.111,56023,224.0.0.251,5353,0,MDNS,1739168034,0,0.002715042,0.002715042,14.46229596,4087,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
::,0,ff02::16,0,0,ICMPv6,1739168034,0,0.00398807,0.00398807,14.46628403,4088,90,90,0,0,11:43:54,0,6,0,0,0,0,0,0,normal
192.168.0.111,41377,224.0.0.251,5353,0,MDNS,1739168034,0,0.000670611,0.000670611,14.46695464,4089,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000203188,0.000203188,14.46715783,4090,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.004698865,0.004698865,14.4718567,4091,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.54E-05,2.54E-05,14.47188205,4092,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.44E-05,1.44E-05,14.47189643,4093,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,53323,224.0.0.251,5353,0,MDNS,1739168034,0,0.000310565,0.000310565,14.47220699,4094,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003284694,0.003284694,14.47549169,4095,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,5.75E-05,5.75E-05,14.47554914,4096,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001856508,0.001856508,14.47740565,4097,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,41327,224.0.0.251,5353,0,MDNS,1739168034,0,0.000130247,0.000130247,14.4775359,4098,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.00045869,0.00045869,14.47799459,4099,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,44317,224.0.0.251,5353,0,MDNS,1739168034,0,0.006009376,0.006009376,14.48400396,4100,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,60629,224.0.0.251,5353,0,MDNS,1739168034,0,0.003987729,0.003987729,14.48799169,4101,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000153566,0.000153566,14.48814526,4102,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,45416,224.0.0.251,5353,0,MDNS,1739168034,0,0.00440757,0.00440757,14.49255283,4103,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,55290,224.0.0.251,5353,0,MDNS,1739168034,0,0.00497579,0.00497579,14.49752862,4104,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001693354,0.001693354,14.49922197,4105,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42159,224.0.0.251,5353,0,MDNS,1739168034,0,0.002561408,0.002561408,14.50178338,4106,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001772117,0.001772117,14.5035555,4107,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.18E-05,1.18E-05,14.50356728,4108,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.27E-05,1.27E-05,14.50358001,4109,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,6.58E-06,6.58E-06,14.5035866,4110,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.43E-06,3.43E-06,14.50359003,4111,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.33E-05,1.33E-05,14.50360338,4112,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,40233,224.0.0.251,5353,0,MDNS,1739168034,0,0.002582834,0.002582834,14.50618621,4113,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.004070632,0.004070632,14.51025684,4114,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,51043,224.0.0.251,5353,0,MDNS,1739168034,0,0.002802025,0.002802025,14.51305887,4115,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,56274,224.0.0.251,5353,0,MDNS,1739168034,0,0.005877112,0.005877112,14.51893598,4116,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002128679,0.002128679,14.52106466,4117,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35269,224.0.0.251,5353,0,MDNS,1739168034,0,0.004517114,0.004517114,14.52558177,4118,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168034,0,0.004681075,0.004681075,14.53026285,4119,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,57064,224.0.0.251,5353,0,MDNS,1739168034,0,0.00078272,0.00078272,14.53104557,4120,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000148482,0.000148482,14.53119405,4121,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.004165314,0.004165314,14.53535936,4122,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.21E-05,3.21E-05,14.53539148,4123,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.91E-06,3.91E-06,14.53539539,4124,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,49947,224.0.0.251,5353,0,MDNS,1739168034,0,0.000903188,0.000903188,14.53629857,4125,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.67E-05,2.67E-05,14.53632531,4126,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.74E-05,1.74E-05,14.53634268,4127,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003102141,0.003102141,14.53944482,4128,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,51833,224.0.0.251,5353,0,MDNS,1739168034,0,0.001967798,0.001967798,14.54141262,4129,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000179748,0.000179748,14.54159237,4130,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,51663,224.0.0.251,5353,0,MDNS,1739168034,0,0.006920622,0.006920622,14.54851299,4131,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003970618,0.003970618,14.55248361,4132,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,53468,224.0.0.251,5353,0,MDNS,1739168034,0,0.000444309,0.000444309,14.55292792,4133,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,57208,224.0.0.251,5353,0,MDNS,1739168034,0,0.003843957,0.003843957,14.55677188,4134,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,36513,224.0.0.251,5353,0,MDNS,1739168034,0,0.00426226,0.00426226,14.56103414,4135,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001844374,0.001844374,14.56287851,4136,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,54977,224.0.0.251,5353,0,MDNS,1739168034,0,0.001735029,0.001735029,14.56461354,4137,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002760526,0.002760526,14.56737407,4138,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.22E-05,1.22E-05,14.56738631,4139,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,9.92E-06,9.92E-06,14.56739624,4140,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,47043,224.0.0.251,5353,0,MDNS,1739168034,0,0.001113919,0.001113919,14.56851016,4141,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002911314,0.002911314,14.57142147,4142,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.21E-05,2.21E-05,14.57144353,4143,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.77E-06,3.77E-06,14.5714473,4144,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42114,224.0.0.251,5353,0,MDNS,1739168034,0,0.00125311,0.00125311,14.57270041,4145,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001726222,0.001726222,14.57442663,4146,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,43331,224.0.0.251,5353,0,MDNS,1739168034,0,0.003717351,0.003717351,14.57814398,4147,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,40859,224.0.0.251,5353,0,MDNS,1739168034,0,0.005087249,0.005087249,14.58323123,4148,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001980169,0.001980169,14.5852114,4149,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,44937,224.0.0.251,5353,0,MDNS,1739168034,0,0.001552682,0.001552682,14.58676408,4150,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,57344,224.0.0.251,5353,0,MDNS,1739168034,0,0.003310543,0.003310543,14.59007462,4151,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39486,224.0.0.251,5353,0,MDNS,1739168034,0,0.004807991,0.004807991,14.59488261,4152,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001719384,0.001719384,14.596602,4153,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,47117,224.0.0.251,5353,0,MDNS,1739168034,0,0.002495581,0.002495581,14.59909758,4154,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000483402,0.000483402,14.59958098,4155,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.20E-05,1.20E-05,14.59959294,4156,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.08E-05,1.08E-05,14.59960372,4157,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,0.001142497,0.001142497,14.60074622,4158,1494,1494,1480,128,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TLSv1.2,1739168034,0,2.81E-07,2.81E-07,14.6007465,4159,1043,1043,1029,128,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,1.34E-05,1.34E-05,14.60075989,4160,1494,1494,1480,127,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,6.49E-06,6.49E-06,14.60076638,4161,1043,1043,1029,127,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39774,224.0.0.251,5353,0,MDNS,1739168034,0,0.002323815,0.002323815,14.6030902,4162,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000347816,0.000347816,14.60343802,4163,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003517322,0.003517322,14.60695534,4164,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,37587,224.0.0.251,5353,0,MDNS,1739168034,0,0.000858859,0.000858859,14.6078142,4165,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,43971,224.0.0.251,5353,0,MDNS,1739168034,0,0.007288898,0.007288898,14.61510309,4166,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002661118,0.002661118,14.61776421,4167,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42618,224.0.0.251,5353,0,MDNS,1739168034,0,0.001760749,0.001760749,14.61952496,4168,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52769,224.0.0.251,5353,0,MDNS,1739168034,0,0.003668438,0.003668438,14.6231934,4169,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168034,0,0.004404391,0.004404391,14.62759779,4170,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,53079,224.0.0.251,5353,0,MDNS,1739168034,0,4.93E-06,4.93E-06,14.62760272,4171,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,AzureWaveTec_ac:ae:79,0,0,ARP,1739168034,0,5.96E-05,5.96E-05,14.62766234,4172,60,60,0,0,11:43:54,0,0,0,0,0,0,6,4,normal
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001829581,0.001829581,14.62949192,4173,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,45340,224.0.0.251,5353,0,MDNS,1739168034,0,0.001571899,0.001571899,14.63106382,4174,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000278483,0.000278483,14.6313423,4175,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
