Source,Source Port,Destination,Destination Port,Interface id,Protocol,Epoch Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Total Length,Time to Live,Time data,Frame is marked,Version,Header Length,Reserved bit,Don't fragment,More fragments,Hardware Size,Protocol Size,Label
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.04E-05,2.04E-05,252.1127374,9432,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000317711,0.000317711,252.1130552,9433,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.00027454,0.00027454,252.1133297,9434,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.00E-05,2.00E-05,252.1133497,9435,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000289059,0.000289059,252.1136388,9436,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000315171,0.000315171,252.1139539,9437,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.60E-05,1.60E-05,252.1139699,9438,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000338112,0.000338112,252.114308,9439,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000534525,0.000534525,252.1148426,9440,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.99E-05,1.99E-05,252.1148624,9441,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000253637,0.000253637,252.1151161,9442,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000170752,0.000170752,252.1152868,9443,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.65E-05,1.65E-05,252.1153033,9444,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000254041,0.000254041,252.1155574,9445,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000207935,0.000207935,252.1157653,9446,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.22E-05,2.22E-05,252.1157875,9447,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000330712,0.000330712,252.1161182,9448,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000140181,0.000140181,252.1162584,9449,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,8.80E-06,8.80E-06,252.1162672,9450,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000210431,0.000210431,252.1164777,9451,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.012552667,0.012552667,252.1290303,9452,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.85E-07,3.85E-07,252.1290307,9453,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,1.60E-08,1.60E-08,252.1290307,9454,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,1.80E-08,1.80E-08,252.1290307,9455,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,1.90E-08,1.90E-08,252.1290308,9456,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,3.84E-05,3.84E-05,252.1290691,9457,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.44E-05,1.44E-05,252.1290836,9458,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.82E-06,2.82E-06,252.1290864,9459,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.002964533,0.002964533,252.1320509,9460,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000256828,0.000256828,252.1323077,9461,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.15E-05,2.15E-05,252.1323292,9462,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.008379553,0.008379553,252.1407088,9463,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.20E-07,3.20E-07,252.1407091,9464,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,2.60E-08,2.60E-08,252.1407091,9465,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.40E-08,3.40E-08,252.1407092,9466,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.30E-08,3.30E-08,252.1407092,9467,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.30E-08,3.30E-08,252.1407092,9468,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.40E-08,3.40E-08,252.1407093,9469,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.20E-08,3.20E-08,252.1407093,9470,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,4.63E-05,4.63E-05,252.1407556,9471,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.26E-05,1.26E-05,252.1407682,9472,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,4.23E-06,4.23E-06,252.1407724,9473,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,3.57E-06,3.57E-06,252.140776,9474,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000152395,0.000152395,252.1409284,9475,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,7.30E-08,7.30E-08,252.1409284,9476,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,4.00E-08,4.00E-08,252.1409285,9477,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,4.10E-08,4.10E-08,252.1409285,9478,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.50E-08,3.50E-08,252.1409286,9479,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.40E-08,3.40E-08,252.1409286,9480,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.30E-08,3.30E-08,252.1409286,9481,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.20E-08,3.20E-08,252.1409287,9482,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,3.90E-08,3.90E-08,252.1409287,9483,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,9.72E-06,9.72E-06,252.1409384,9484,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,5.09E-06,5.09E-06,252.1409435,9485,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,3.03E-06,3.03E-06,252.1409465,9486,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,3.15E-06,3.15E-06,252.1409497,9487,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000331963,0.000331963,252.1412816,9488,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.03E-05,1.03E-05,252.1412919,9489,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,8.76E-05,8.76E-05,252.1413795,9490,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000296787,0.000296787,252.1416763,9491,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.99E-05,1.99E-05,252.1416962,9492,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.002932778,0.002932778,252.144629,9493,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,4.29E-07,4.29E-07,252.1446294,9494,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,4.27E-05,4.27E-05,252.1446721,9495,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000484943,0.000484943,252.1451571,9496,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.00037121,0.00037121,252.1455283,9497,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.69E-05,1.69E-05,252.1455451,9498,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000456607,0.000456607,252.1460017,9499,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.004303127,0.004303127,252.1503049,9500,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.18E-05,2.18E-05,252.1503267,9501,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TLSv1.2,1739426255,0,0.00491669,0.00491669,252.1552433,9502,170,170,156,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.001778675,0.001778675,252.157022,9503,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000241802,0.000241802,252.1572638,9504,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.48E-05,1.48E-05,252.1572786,9505,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.003553217,0.003553217,252.1608319,9506,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000174316,0.000174316,252.1610062,9507,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.75E-05,1.75E-05,252.1610237,9508,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000533776,0.000533776,252.1615575,9509,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000100271,0.000100271,252.1616578,9510,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.22E-05,1.22E-05,252.1616699,9511,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000248136,0.000248136,252.1619181,9512,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000339318,0.000339318,252.1622574,9513,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.27E-05,1.27E-05,252.1622701,9514,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000342826,0.000342826,252.1626129,9515,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000287368,0.000287368,252.1629003,9516,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.13E-05,1.13E-05,252.1629116,9517,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000307918,0.000307918,252.1632196,9518,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000251163,0.000251163,252.1634707,9519,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.11E-05,1.11E-05,252.1634818,9520,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.004207673,0.004207673,252.1676895,9521,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000363643,0.000363643,252.1680531,9522,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.67E-05,1.67E-05,252.1680698,9523,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000288932,0.000288932,252.1683588,9524,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000267709,0.000267709,252.1686265,9525,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.09E-05,1.09E-05,252.1686374,9526,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000352328,0.000352328,252.1689897,9527,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000274576,0.000274576,252.1692643,9528,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.33E-05,1.33E-05,252.1692775,9529,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000402596,0.000402596,252.1696801,9530,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000197066,0.000197066,252.1698772,9531,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,9.11E-06,9.11E-06,252.1698863,9532,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000384228,0.000384228,252.1702705,9533,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.010184267,0.010184267,252.1804548,9534,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.79E-05,2.79E-05,252.1804826,9535,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.007847489,0.007847489,252.1883301,9536,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000476039,0.000476039,252.1888062,9537,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.28E-05,1.28E-05,252.188819,9538,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000545093,0.000545093,252.1893641,9539,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000404634,0.000404634,252.1897687,9540,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,7.28E-06,7.28E-06,252.189776,9541,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000509445,0.000509445,252.1902855,9542,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000392557,0.000392557,252.190678,9543,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.04E-05,1.04E-05,252.1906884,9544,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000432918,0.000432918,252.1911213,9545,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000533805,0.000533805,252.1916551,9546,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.02E-05,2.02E-05,252.1916753,9547,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000413362,0.000413362,252.1920887,9548,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.000498649,0.000498649,252.1925873,9549,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.30E-05,1.30E-05,252.1926003,9550,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.004793505,0.004793505,252.1973938,9551,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000137212,0.000137212,252.197531,9552,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.31E-05,1.31E-05,252.1975441,9553,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000373133,0.000373133,252.1979172,9554,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000276754,0.000276754,252.198194,9555,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.52E-05,2.52E-05,252.1982192,9556,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000277524,0.000277524,252.1984967,9557,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000300307,0.000300307,252.198797,9558,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,1.43E-07,1.43E-07,252.1987971,9559,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.24E-05,1.24E-05,252.1988096,9560,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000358067,0.000358067,252.1991676,9561,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,8.93E-06,8.93E-06,252.1991766,9562,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000229122,0.000229122,252.1994057,9563,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.009042887,0.009042887,252.2084486,9564,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,4.43E-05,4.43E-05,252.2084929,9565,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426255,0,0.007642062,0.007642062,252.216135,9566,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000296186,0.000296186,252.2164312,9567,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.68E-05,2.68E-05,252.2164579,9568,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.001903001,0.001903001,252.2183609,9569,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000346653,0.000346653,252.2187076,9570,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,1.99E-07,1.99E-07,252.2187078,9571,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,4.80E-08,4.80E-08,252.2187078,9572,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,2.24E-05,2.24E-05,252.2187302,9573,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,1.42E-05,1.42E-05,252.2187444,9574,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000262039,0.000262039,252.2190065,9575,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000271228,0.000271228,252.2192777,9576,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,9.07E-06,9.07E-06,252.2192868,9577,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000384328,0.000384328,252.2196711,9578,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000223649,0.000223649,252.2198948,9579,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426255,0,8.48E-06,8.48E-06,252.2199032,9580,66,66,52,64,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000342417,0.000342417,252.2202457,9581,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426255,0,0.000395231,0.000395231,252.2206409,9582,1494,1494,1480,58,11:27:35,0,4,20,0,1,0,0,0,normal
